;AAPL;AMZN;GOOG;META;MSFT;NVDA
2024-10-15 00:00:00+00:00;218.08807345748627;183.18760571531737;168.9028572660868;524.130791665484;423.7752503657566;117.25537742976194
2024-10-16 00:00:00+00:00;218.354156528718;183.26092044154174;168.86002851810815;525.1735478310653;423.60720039428895;117.6208283238856
2024-10-17 00:00:00+00:00;218.62228940821583;183.34545664624974;168.77388923075623;526.1984279270004;423.4543358859785;118.00300128270253
2024-10-18 00:00:00+00:00;218.94148624639627;183.4572298907431;168.70014891038002;527.193904021577;423.3329564924675;118.39879321323146
2024-10-21 00:00:00+00:00;219.28363717284836;183.56837399833668;168.64272027951623;528.1437271725266;423.22623300568904;118.89980926365789
2024-10-22 00:00:00+00:00;219.60674929933742;183.68979227457243;168.60662695366875;529.2103862337761;423.2941492998214;119.38852806324046
2024-10-23 00:00:00+00:00;219.8225838366301;183.70999454069707;168.5249114838444;529.893150911155;423.30321170055976;119.78777274558192
2024-10-24 00:00:00+00:00;220.03038653042051;183.76286603262014;168.44580430157612;530.6433861267138;423.3146641674654;120.19594218804254
2024-10-25 00:00:00+00:00;220.25068947882417;183.84340337516338;168.41697660239961;531.4870814509372;423.3934769216137;120.61840358867381
2024-10-28 00:00:00+00:00;220.50599253176514;183.9334349794106;168.41545224072618;532.4112971280381;423.43989962586545;121.01230282338139
2024-10-29 00:00:00+00:00;220.76158065487917;184.07000065964118;168.46940366941772;533.616618557124;423.591329884473;121.41285652772193
2024-10-30 00:00:00+00:00;220.9414923684931;184.24148571049062;168.62129665397674;534.7687644825862;423.7512234429952;121.76765934023378
2024-10-31 00:00:00+00:00;221.03496237912242;184.28422844684692;168.701865085411;535.4184922569873;423.3905708806184;121.98514835314374
2024-11-01 00:00:00+00:00;221.06724082317368;184.55444159989514;168.78004585394712;536.0470364329783;423.1165047628555;122.25060424271253
2024-11-04 00:00:00+00:00;221.08107776666978;184.7767298608734;168.81766856329037;536.534817744717;422.810119380794;122.52367414197116
