Ticker;count;mean;std;min;25%;50%;75%;max;skewness;kurtosis
AAPL;138.0;0.0018108244841363718;0.014506332249870163;-0.04816694790560749;-0.004702899908354596;0.0020973564456392424;0.01004253179866782;0.07264915639210234;0.34839583007109043;4.2041134627563235
MSFT;138.0;0.00035019521394484814;0.012729744042704787;-0.060527556711533426;-0.00593658265511221;0.0013923205794960092;0.008372951004040952;0.021968006642322457;-1.2314940625841468;3.550658328233361
GOOG;138.0;1.0814699187660157e-05;0.015301137971566195;-0.05027240668568922;-0.009459435083222195;0.003294367856745195;0.009144765148874745;0.040371028651200014;-0.7956921759466558;1.2219360601477023
AMZN;138.0;0.0017353416943062347;0.018859749874163865;-0.0878470841762542;-0.008548457936371406;0.0018672912789875484;0.012955098321258407;0.06185621865256041;-0.6141217416579686;3.4644174214572576
META;138.0;0.002323490287286136;0.018651228200621813;-0.056759067198041135;-0.006270574333023721;0.0010121619305067941;0.010628417651054989;0.058730021720401204;-0.1627242240551127;1.3748968606920897
NVDA;138.0;0.0035118260001543973;0.03483914502127925;-0.09525009158668796;-0.01647916219812437;0.004545889198979358;0.023808049057410685;0.12812101869361614;0.10344129010157413;0.9876398869181351
