;AAPL;AMZN;GOOG;META;MSFT;NVDA
2024-05-21 00:00:00+00:00;;;;;;
2024-05-22 00:00:00+00:00;-0.0075383396841233186;-0.00010914012742568868;-0.008577459542519539;0.0067796184081523325;0.003449584711784359;-0.004570911246926546
2024-05-23 00:00:00+00:00;-0.021058150829653233;-0.011358061353112014;-0.01651686928484819;-0.0042755404039516165;-0.008176170844443331;0.09319643414427659
2024-05-24 00:00:00+00:00;0.016588127233881034;-0.0016570176564539851;0.0072546713190977385;0.026707922689990005;0.0074005329416801935;0.025722756154000326
2024-05-28 00:00:00+00:00;5.272704689018859e-05;0.007745471073219212;0.00958425795779938;0.0035548934292848333;0.0003719551380656494;0.06980430631049583
2024-05-29 00:00:00+00:00;0.0015789911746821872;-0.0007136405620595809;-0.0034827739181967354;-0.011585333531097697;-0.002672411283099807;0.008112316340272097
2024-05-30 00:00:00+00:00;0.005255113464576633;-0.014833517662161122;-0.02164593652275071;-0.015410274242405597;-0.03378616485621855;-0.037665993964689615
2024-05-31 00:00:00+00:00;0.005018577523123735;-0.016060700229647673;0.002304662654232903;-0.0004709797517987724;0.0011093081488271483;-0.00784611634091914
2024-06-03 00:00:00+00:00;0.009258685476671191;0.01076849847083472;0.002644311871758287;0.022834810603649114;-0.003878350110590234;0.048954165192743204
2024-06-04 00:00:00+00:00;0.0016492885123056134;0.00560726713319748;0.004070584153732293;-0.0010471328239191058;0.006166611254432297;0.012495724869098446
2024-06-05 00:00:00+00:00;0.007820925898792686;0.010817455564965828;0.011077540600646252;0.03788341551587493;0.01908332649833988;0.05155570306267121
2024-06-06 00:00:00+00:00;-0.007096565446589431;0.020520748266509736;0.007228816163329155;-0.002625908011999578;0.0012027086846231327;-0.011777190154056871
2024-06-07 00:00:00+00:00;0.01239211639107407;-0.003783767287795614;-0.013456764626776363;-0.0016202550458800369;-0.0015781607377277629;-0.0009090738231769535
2024-06-10 00:00:00+00:00;-0.019147835676670888;0.014975553234585881;0.005007124346138037;0.019555374049639695;0.009484437520173694;0.00746145325088543
2024-06-11 00:00:00+00:00;0.07264915639210234;0.0009087895389929823;0.008832042750055669;0.009689556865012383;0.011241717327398648;-0.00714402841244921
2024-06-12 00:00:00+00:00;0.028578423150250387;-0.0018159287809064173;0.007688397727144025;0.0026996737254050274;0.0193677170165949;0.03548087061865268
2024-06-13 00:00:00+00:00;0.005491131245960901;-0.016373254687715777;-0.01570500913277828;-0.009315283012008457;0.001178996948985045;0.03522369007828585
2024-06-14 00:00:00+00:00;-0.008168443979593376;-0.0009247574783878276;0.009222478704755233;0.001112018467282816;0.0022419308146131023;0.017514228802272713
2024-06-17 00:00:00+00:00;0.01967150983154453;0.002177904217078641;0.00229864125332524;0.004899249117062743;0.013105238108290562;-0.00682446698822925
2024-06-18 00:00:00+00:00;-0.010984507626900952;-0.006791263808433312;-0.013032766171246934;-0.014093152845599977;-0.004527461803085275;0.03511985906335857
2024-06-20 00:00:00+00:00;-0.021512831521655396;0.017996874289478493;0.007140850101202467;0.0044245582214779144;-0.0014338864878298274;-0.03540353842903399
2024-06-21 00:00:00+00:00;-0.01044446066869198;0.01601287280926522;0.014349125602308055;-0.013793136620848023;0.009154118009396806;-0.032191415715830396
2024-06-24 00:00:00+00:00;0.0031325785888352;-0.0185635417434159;0.0029402470997597074;0.008347152853659612;-0.004691167741700419;-0.06684049124322877
2024-06-25 00:00:00+00:00;0.004468212078867717;0.004149318226444709;0.026494849812937593;0.023431089356800827;0.007326801658207982;0.06756406925906311
2024-06-26 00:00:00+00:00;0.019993299553132893;0.03901472799901873;-0.0011316313225011587;0.004935390399090078;0.0026832323891603505;0.0024586798302985713
2024-06-27 00:00:00+00:00;0.003986000340073348;0.0218997235669518;0.00803803885402421;0.012550622423337376;0.0015260657104585462;-0.019066531046922353
2024-06-28 00:00:00+00:00;-0.016254210645792577;-0.023249966952787915;-0.018409548094932116;-0.029524980016128244;-0.01302860600179856;-0.003629307136693738
2024-07-01 00:00:00+00:00;0.02910460663134362;0.02043982896891161;0.0058336616739456115;0.0009123053937307724;0.021881612358623403;0.006151894727986829
2024-07-02 00:00:00+00:00;0.016239923030637593;0.014198798656638534;0.011491082036518607;0.009550592367213007;0.005583137410535288;-0.013113473798896935
2024-07-03 00:00:00+00:00;0.005811049151365433;-0.012050018310546862;0.004179850404405938;0.0009028510885054075;0.003244200472233061;0.045732493022725196
2024-07-05 00:00:00+00:00;0.021620338438310904;0.012196992290986808;0.02438765864094239;0.058730021720401204;0.01473621953616977;-0.019098857198601937
2024-07-08 00:00:00+00:00;0.006538925546208274;-0.0035500335693359197;-0.007709957980705173;-0.019614246365525667;-0.002823187482842382;0.018834834635244713
2024-07-09 00:00:00+00:00;0.003774847431599282;0.0002509059834530092;-0.0002099963054126297;0.0012846091360294576;-0.014370228255298989;0.02480519717056895
2024-07-10 00:00:00+00:00;0.01880352523380946;0.002257434315787954;0.011657242928345246;0.00884908827924602;0.014601540901566512;0.026868581197986963
2024-07-11 00:00:00+00:00;-0.023220770317345263;-0.023724863074531144;-0.02782101875504528;-0.041126657504583;-0.024772066619417776;-0.05566675343042049
2024-07-12 00:00:00+00:00;0.01305084656918809;-0.0028710461411536325;-0.0027763012821202526;-0.026974867109680112;-0.0025292572107443734;0.014442685206841555
2024-07-15 00:00:00+00:00;0.016743312068446814;-0.009100746683474936;0.007548965121660922;-0.005432237496962866;0.000903985268768448;-0.006190068801502968
2024-07-16 00:00:00+00:00;0.0017918688015898798;0.0015566783408964557;-0.014294058150170597;-0.012838586449671174;-0.009780594894302497;-0.016194352187890337
2024-07-17 00:00:00+00:00;-0.025296006461697607;-0.02637038381521739;-0.015525643553640722;-0.056759067198041135;-0.013347556224796775;-0.06623936423969035
2024-07-18 00:00:00+00:00;-0.020534847086129182;-0.022242286163404512;-0.018617856590071535;0.030000674422079765;-0.007102226909750486;0.02627338548604019
2024-07-19 00:00:00+00:00;0.0005799268232085097;-0.0033741230867346816;0.0009485144870113871;0.001975440421851715;-0.007402902254337818;-0.02609619627027593
2024-07-22 00:00:00+00:00;-0.0015602791716810005;-0.003167158934036185;0.022074862659182015;0.022252910501381784;0.013337688729655017;0.04757056872581922
2024-07-23 00:00:00+00:00;0.004688288912825245;0.021144894800451786;0.0013635573121146827;0.002646732390731099;0.004312063396578525;-0.00768980664397223
2024-07-24 00:00:00+00:00;-0.028754329753805097;-0.029934025650088625;-0.05027240668568922;-0.05610923825356606;-0.03585477640406476;-0.06803167132827304
2024-07-25 00:00:00+00:00;-0.004804493449804936;-0.005419431054668911;-0.029878933508720174;-0.017039845530830156;-0.02448130957435901;-0.017242891261227244
2024-07-26 00:00:00+00:00;0.0021609838762981504;0.014734466536293178;-0.0028376472339419756;0.027105716369788535;0.0164196769322289;0.006946893371982732
2024-07-29 00:00:00+00:00;0.0012846589174091427;0.003835599716395466;0.014524624325604973;2.144893245326074e-05;0.003433199204142534;-0.013001940849085902
2024-07-30 00:00:00+00:00;0.002565951297169411;-0.008133134602594794;0.004265728321907636;-0.0054111150706609434;-0.00892832530081733;-0.0704363663591484
2024-07-31 00:00:00+00:00;0.014990887650610185;0.029002194810164417;0.007506083190125468;0.025130076848484117;-0.010805917797868103;0.12812101869361614
2024-08-01 00:00:00+00:00;-0.016750758465143067;-0.015563100170141508;-0.004042747321012619;0.048248822727155805;-0.002964084556701385;-0.06674065101531879
2024-08-02 00:00:00+00:00;0.006869359534232178;-0.0878470841762542;-0.02348508105689595;-0.019287118230012612;-0.0206658865068734;-0.017764051457491048
2024-08-05 00:00:00+00:00;-0.04816694790560749;-0.04097671157906757;-0.04608069151976102;-0.02542301447291373;-0.03265693146122495;-0.06357782206913809
2024-08-06 00:00:00+00:00;-0.009748236748133299;0.005651399696776416;-0.0006226065528911473;0.03859324827801247;0.0112868598642748;0.037829790592616375
2024-08-07 00:00:00+00:00;0.012498288797796908;0.0051874985158653075;0.0013081360351077098;-0.010463613089655488;-0.0029529120910710693;-0.0512229923468831
2024-08-08 00:00:00+00:00;0.01663322101854181;0.018615215947435537;0.01922239408911386;0.042358635337919726;0.010692029896441912;0.061267765903197935
2024-08-09 00:00:00+00:00;0.013735971441304562;0.00687575011257735;0.009460518784232708;0.015972413693894127;0.008269347819025441;-0.0020958087967559713
2024-08-12 00:00:00+00:00;0.007129922313734438;-0.000838620987187122;-0.008706713780918696;-0.003515137770722321;0.001945752812962942;0.04076364878181815
2024-08-13 00:00:00+00:00;0.017193011506224654;0.020563504874259175;0.012076788206180744;0.0244015938866593;0.01769870521247152;0.06530915440621166
2024-08-14 00:00:00+00:00;0.0020337290149803344;-0.0007636117446156998;-0.02350385245355191;-0.003367684057486553;0.006883850469336705;0.016704016878454464
2024-08-15 00:00:00+00:00;0.013530583844362232;0.04403286281963403;0.0070357510411758195;0.0200659668384362;0.011823833500859138;0.040481067287589934
2024-08-16 00:00:00+00:00;0.005918470212727733;-0.002984395462729106;0.009621936558349198;-0.018443077743102387;-0.006080362699565134;0.013999609962598747
2024-08-19 00:00:00+00:00;-0.0007077920375355706;0.006551472258579993;0.022216692536445315;0.0035266945619101264;0.007312368725188145;0.04350614843614298
2024-08-20 00:00:00+00:00;0.002744653683497411;0.003703308593809629;0.003325514552902753;-0.004817937038773978;0.007757432625453253;-0.021153827190291463
2024-08-21 00:00:00+00:00;-0.000485627260677135;0.006876093995775934;-0.00787165889912167;0.016004349016710107;-0.0015536236257327474;0.009823260936934863
2024-08-22 00:00:00+00:00;-0.00825967455464005;-0.022097583221652117;-0.01276624097035206;-0.006035477911125797;-0.020252758813408822;-0.03704283666798258
2024-08-23 00:00:00+00:00;0.010288103780033309;0.005166572293719973;0.011722697978404195;-0.0073882185662184074;0.002983985993345817;0.04549860033194908
2024-08-26 00:00:00+00:00;0.00149887056083009;-0.00869856159361615;0.002986329864019588;-0.013030246894795705;-0.007917701509278174;-0.022493645514618632
2024-08-27 00:00:00+00:00;0.003741501035562811;-0.013561281383547064;-0.009230013087080713;-0.003876367499568878;0.0008464615857228797;0.014550162148169843
2024-08-28 00:00:00+00:00;-0.0067534625110950985;-0.013401063602498708;-0.01129946200690668;-0.004469197211006248;-0.007829021934192215;-0.0209665288484997
2024-08-29 00:00:00+00:00;0.014570171477100935;0.007728290643119529;-0.006686946239441438;0.002786429461957951;0.006137329620401477;-0.06384847180788622
2024-08-30 00:00:00+00:00;-0.0034378856245579348;0.037067191865004956;0.01046518847437894;0.005962800256153145;0.009730812725378124;0.015137398334732488
2024-09-03 00:00:00+00:00;-0.027205267925938914;-0.012605042016806678;-0.03936769462312417;-0.0183192833753838;-0.018459062313941454;-0.09525009158668796
2024-09-04 00:00:00+00:00;-0.008618697547418619;-0.016567365497562103;-0.005043830074173972;0.001914898430279921;-0.001318846805551277;-0.01657409886820238
2024-09-05 00:00:00+00:00;0.006927717510091469;0.026308183871355473;0.005006080180933736;0.008035292470562228;-0.0012472265884957423;0.009415326826116344
2024-09-06 00:00:00+00:00;-0.0070149641991117395;-0.03653943460735232;-0.04079449760152498;-0.032097667621770354;-0.01638139984070852;-0.04085441918784827
2024-09-09 00:00:00+00:00;0.0004075193300163704;0.023396899008788496;-0.01573102431131823;0.009035170370458978;0.010007451693591296;0.035398275399946444
2024-09-10 00:00:00+00:00;-0.0036213717566194736;0.023660258265018275;0.0031429800842897038;0.0;0.020901148056519103;0.015309450292734672
2024-09-11 00:00:00+00:00;0.011585106704875336;0.02768031821904482;0.014265712072610626;0.013946341567911302;0.021342311736543884;0.08149861347336129
2024-09-12 00:00:00+00:00;0.0004940242006683526;0.013440254011034547;0.02228064098349436;0.02690350603915337;0.009360812398988783;0.019161673441892235
2024-09-13 00:00:00+00:00;-0.0012119936283763177;-0.0027272433520638684;0.01819468916813305;-0.0018645337915802473;0.008407485399046122;-0.0003357702882936797
2024-09-16 00:00:00+00:00;-0.0277752547331116;-0.008579580976924128;0.00391494850724583;0.017476979060185194;0.0017418028493925153;-0.019479424167142323
